venue,start_date,latitude,longitude,temperature,precipitation,wind_speed
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2021-09-25,23.6367,58.5731,30.6,,6.9
"SuperSport Park, Centurion",2003-03-01,-25.7906,28.2328,22.9,24.1,
Riverside Ground,2019-07-01,18.52,73.8564,23.8,5.1,
Harare Sports Club,2015-10-09,-17.815,31.0456,23.9,,
"M Chinnaswamy Stadium, Bengaluru",2023-11-04,12.9699,77.6012,23.5,2.3,8.8
Shere Bangla National Stadium,2014-11-26,23.75,90.4,20.1,0.0,0.4
Harare Sports Club,2015-10-11,-17.815,31.0456,25.2,,
Kennington Oval,2015-06-12,51.48,-0.1195,18.6,0.0,12.4
Shere Bangla National Stadium,2016-10-07,23.75,90.4,28.2,0.3,4.2
Stellenbosch University 2,2008-02-22,-33.9346,18.8668,21.1,,33.6
Sharjah Cricket Stadium,2015-03-17,25.2086,55.5296,25.9,1.0,14.2
"SuperSport Park, Centurion",2022-03-23,-25.7906,28.2328,18.0,0.0,9.2
"Kensington Oval, Barbados",2019-02-22,13.1018,-59.6168,26.3,,34.1
"R.Premadasa Stadium, Khettarama",2017-09-03,6.9271,79.8612,27.4,0.0,10.8
"Moosa Cricket Stadium, Pearland",2022-06-03,29.51768,-95.32565,27.2,0.0,9.6
Westpac Stadium,2009-03-06,-41.2885,174.7806,20.3,1.5,22.2
Kennington Oval,2014-05-22,51.48,-0.1195,15.0,7.9,14.7
"Davies Park, Queenstown",2003-01-04,-45.0303,168.6668,,,
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2021-09-09,23.6367,58.5731,31.5,,7.0
"Boland Bank Park, Paarl",2003-02-12,-33.7208,18.9389,23.9,0.0,
Western Australia Cricket Association Ground,2015-02-28,-31.9286,115.8628,23.6,0.0,19.9
"Hazelaarweg, Rotterdam",2021-05-19,51.9287,4.4867,11.5,8.5,12.5
National Stadium,2009-01-20,12.0554,-61.7513,26.8,,12.5
St George's Park,2015-01-25,-33.9598878271,25.6059959093,23.6,0.0,21.7
"SuperSport Park, Centurion",2003-02-15,-25.7906,28.2328,22.5,16.3,
"Shere Bangla National Stadium, Mirpur",2024-03-24,23.8233,90.3917,24.3,2.9,12.1
Sheikh Zayed Stadium,2006-04-18,24.4361,54.3896,31.4,,16.9
Ruaraka Sports Club Ground,2007-02-04,-1.2833,36.9,20.4,,14.2
"Beausejour Stadium, Gros Islet",2013-07-24,14.0031,-60.9786,29.0,,23.7
"Queens Sports Club, Bulawayo",2023-06-21,-20.1508,28.5786,16.5,,9.7
McLean Park,2019-02-13,-40.7122,176.8478,,,
Dubai International Cricket Stadium,2018-09-18,18.9389,72.8258,27.9,,3.5
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012-11-12,6.9389,81.0331,16.7,3.6,
Queen's Park Oval,2004-04-24,10.6914,-61.5236,,,
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2021-09-28,23.6367,58.5731,30.6,,8.7
Eden Park,2013-12-26,-36.8427,174.766,17.3,1.8,21.1
Perth Stadium,2024-11-10,-32.0216,115.8619,17.3,0.0,24.8
Rangiri Dambulla International Stadium,2018-03-22,7.89,80.8,,,
"Punjab Cricket Association Stadium, Mohali",2006-11-01,30.7348,76.7361,,,
"Moosa Cricket Stadium, Pearland",2022-06-01,29.51768,-95.32565,28.7,0.0,11.6
Sheikh Zayed Stadium,2014-12-17,24.4361,54.3896,21.8,,8.7
Wankhede Stadium,2015-10-25,18.9389,72.8258,30.1,,
Harare Sports Club,2010-06-09,-17.815,31.0456,17.8,,
"MA Chidambaram Stadium, Chepauk",2015-10-22,13.0484,80.2116,28.3,,
"Old Hararians, Harare",2021-11-21,-17.8111,31.0425,21.2,,14.5
Brabourne Stadium,2006-10-14,18.9389,72.8258,30.1,,
"Newlands, Cape Town",2003-02-28,-33.9981,18.4755,20.4,0.0,21.2
"North West Cricket Stadium, Potchefstroom",2003-02-27,-26.7186,27.1242,23.9,4.3,
"Eden Gardens, Kolkata",2023-11-05,22.5411,88.3639,26.0,0.0,4.4
St George's Park,2007-02-09,-33.9598878271,25.6059959093,22.4,0.0,14.3
"Eden Gardens, Kolkata",2023-10-28,22.5411,88.3639,26.4,0.0,5.1
Docklands Stadium,2004-12-05,-37.8256,144.9578,18.6,0.0,
VRA Ground,2013-07-07,18.9389,72.8258,26.7,9.9,
"National Stadium, Karachi",2023-01-13,24.9067,67.0825,16.6,0.0,15.1
"Zahur Ahmed Chowdhury Stadium, Chattogram",2024-03-15,22.2353,91.7906,27.2,0.0,5.7
Sophia Gardens,2017-06-12,51.4883,-3.1917,14.0,,28.6
"Niaz Stadium, Hyderabad",2008-01-24,17.3759,78.4741,23.8,,
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2022-02-06,23.6344,58.5624,24.0,,9.3
County Ground,2017-05-05,51.4729997747,-2.58382433136,10.8,,31.5
"Tribhuvan University International Cricket Ground, Kirtipur",2023-02-15,27.6983,85.3109,15.3,0.0,8.1
Pallekele International Cricket Stadium,2022-01-16,7.4833,80.65,29.0,0.0,12.2
"Gaddafi Stadium, Lahore",2003-12-01,31.5299,74.3086,13.3,,3.4
Sharjah Cricket Stadium,2016-09-30,25.2086,55.5296,32.1,0.0,17.7
"Vidarbha Cricket Association Stadium, Jamtha",2011-02-28,18.9389,72.8258,28.8,,
Senwes Park,2011-10-25,-26.7036,27.9122,,,
Sawai Mansingh Stadium,2013-10-16,26.9222,75.7898,,,
Karen Rolton Oval,2019-02-24,-18.9389,143.8258,,,
"Brisbane Cricket Ground, Woolloongabba",2006-01-15,-27.4705,153.0269,26.9,0.0,12.5
"Saurashtra Cricket Association Stadium, Rajkot",2023-09-27,22.2969,70.8114,27.9,10.5,9.0
Kennington Oval,2012-06-19,51.48,-0.1195,16.0,0.0,9.9
Sydney Cricket Ground,2009-01-23,-33.8688,151.2093,27.7,0.0,20.1
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2019-03-16,6.9389,81.0331,16.2,0.0,
"Windsor Park, Roseau",2010-05-28,15.3167,-61.3833,,,
"Sir Vivian Richards Stadium, North Sound",2007-03-27,17.7411,-61.8487,,,
"Tribhuvan University International Cricket Ground, Kirtipur",2023-02-14,27.6983,85.3109,13.1,0.0,7.2
Kingsmead,2020-02-07,-29.8567,31.0269,22.1,19.1,10.6
"Marrara Cricket Ground, Darwin",2003-08-06,-12.4606,130.8419,25.4,0.0,10.1
"County Ground, Bristol",2023-07-12,51.4514,-2.5861,16.2,0.3,24.9
Nondescripts Cricket Club Ground,2017-02-15,18.9389,72.8258,30.2,,9.5
Sydney Cricket Ground,2012-12-12,-33.8688,151.2093,21.4,2.2,19.7
Narayanganj Osmani Stadium,2006-04-26,23.6311,90.6944,,,
"Iqbal Stadium, Faisalabad",2003-10-07,31.4139,73.0719,,,
"Warner Park, Basseterre",2007-03-14,17.3589,-62.7828,,,
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-03-19,17.7215,83.3208,23.4,29.8,10.7
"De Beers Diamond Oval, Kimberley",2003-02-26,-28.7389,24.7458,26.2,0.0,
Headingley,2018-07-17,53.8067,-1.5425,15.3,,17.5
Sinhalese Sports Club Ground,2011-02-03,6.9273,79.8597,25.2,1.8,
"R Premadasa Stadium, Colombo",2024-08-02,6.9271,79.8612,29.1,7.8,3.9
Senwes Park,2019-05-09,-26.7036,27.9122,,,
"Kensington Oval, Bridgetown",2009-03-29,13.1039,-59.6178,25.2,,26.6
Shere Bangla National Stadium,2009-01-10,23.75,90.4,21.6,,4.8
"Hagley Oval, Christchurch",2022-03-31,-43.5389,172.6428,16.3,1.5,19.8
"Queen's Park (New), St George's, Grenada",2003-05-30,12.0536,-61.7626,,,
"Allan Border Field, Brisbane",2023-01-18,-27.4708,153.028,22.8,0.0,13.1
Gymkhana Club Ground,2008-10-17,18.9389,72.8258,31.4,,
"Coolidge Cricket Ground, Antigua",2021-07-18,17.7136,-61.7936,,,
Seddon Park,2017-02-05,-37.6817,175.2703,,,
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2013-03-25,6.9389,81.0331,16.2,2.8,
Maharani Usharaje Trust Cricket Ground,2008-11-17,18.9389,72.8258,29.4,,
"VRA Ground, Amstelveen",2024-08-11,52.2928,4.9175,21.5,0.0,9.9
"Sabina Park, Kingston",2007-03-23,18.4814,-76.8008,,,
Harare Sports Club,2024-10-23,-17.815,31.0456,24.4,0.0,16.0
Headingley,2010-09-12,53.8067,-1.5425,12.8,,19.1
Shere Bangla National Stadium,2008-06-10,23.75,90.4,28.1,0.8,
Zahur Ahmed Chowdhury Stadium,2010-12-12,22.3911,91.8161,22.5,0.0,
Eden Park,2005-12-03,-36.8427,174.766,17.7,0.0,16.6
County Ground,2017-06-24,51.4729997747,-2.58382433136,15.1,,22.4
Clontarf Cricket Club Ground,2007-07-14,53.3569,-6.2042,14.9,2.3,22.7
Kingsmead,2007-02-07,-29.8567,31.0269,25.9,0.0,11.1
"Seddon Park, Hamilton",2024-04-04,-37.7833,175.2786,,,
Sheikhupura Stadium,2008-02-02,31.6944,74.2069,11.4,0.0,6.5
SuperSport Park,2013-11-30,-25.7906,28.2286,21.5,0.0,
"County Ground, Hove",2022-09-18,50.8306,-0.1909,11.7,0.0,12.2
McLean Park,2006-12-28,-40.7122,176.8478,,,
Sheikh Zayed Stadium,2014-10-12,24.4361,54.3896,31.8,,11.5
Harare Sports Club,2018-03-16,-17.815,31.0456,23.3,,
"Shere Bangla National Stadium, Mirpur",2023-09-26,23.8233,90.3917,30.0,0.1,1.3
Sheikh Zayed Stadium,2017-04-04,24.4361,54.3896,25.5,,25.4
Kennington Oval,2013-06-07,51.48,-0.1195,14.3,0.5,12.6
Chittagong Divisional Stadium,2006-04-23,22.2311,91.7605,29.6,0.0,
"Grace Road, Leicester",2023-09-14,52.6328,-1.1361,15.3,2.6,14.5
"Shere Bangla National Stadium, Mirpur",2021-05-23,23.8233,90.3917,33.0,0.4,7.1
"Nahar Singh Stadium, Faridabad",2003-10-29,28.4139,77.3167,23.9,0.0,
Bellerive Oval,2015-03-14,-18.9389,147.1861,,,
"Old Trafford, Manchester",2003-06-17,53.4627,-2.2915,17.1,0.0,11.1
Sheikh Zayed Stadium,2013-12-27,24.4361,54.3896,19.5,,11.5
Seddon Park,2017-02-19,-37.6817,175.2703,,,
Manuka Oval,2016-01-20,-35.2806,149.1306,24.6,0.0,11.5
"Moosa Cricket Stadium, Pearland",2022-06-04,29.51768,-95.32565,26.5,0.6,3.0
Sharjah Cricket Stadium,2017-10-31,25.2086,55.5296,27.5,0.0,8.9
Sheikh Zayed Stadium,2017-10-16,24.4361,54.3896,30.5,,6.6
Newlands,2017-02-07,-33.9969,18.4716,20.8,,28.6
Queens Sports Club,2018-07-20,-20.1692,28.5869,,,
"VRA Ground, Amstelveen",2022-06-22,52.2928,4.9175,17.9,0.0,10.4
"Maple Leaf North-West Ground, King City",2024-09-26,44.0706,-79.6628,17.5,0.0,9.4
County Ground,2017-07-15,51.4729997747,-2.58382433136,15.6,,17.2
"United Cricket Club Ground, Windhoek",2023-04-01,-22.5708,17.0819,23.2,0.0,9.7
Clontarf Cricket Club Ground,2013-05-23,53.3569,-6.2042,7.5,0.1,26.0
Sinhalese Sports Club Ground,2011-02-06,6.9273,79.8597,26.1,0.0,
"Maharashtra Cricket Association Stadium, Pune",2023-10-19,18.5171,73.8068,25.8,0.0,4.7
"Diamond Oval, Kimberley",2024-04-13,-28.7347,24.7486,17.2,0.1,14.2
"County Ground, Chelmsford",2023-05-12,51.7528,0.9222,10.8,3.3,20.6
Dubai Sports City Cricket Stadium,2009-04-22,25.0875,55.1936,25.6,,18.8
"Kensington Oval, Bridgetown, Barbados",2022-08-21,13.1036,-59.6197,28.4,11.0,18.0
Eden Park,2006-03-04,-36.8427,174.766,15.5,0.0,19.0
"Sir Vivian Richards Stadium, North Sound",2019-11-01,17.7411,-61.8487,,,
Perth Stadium,2018-11-04,-32.0216,115.8619,16.5,0.0,16.5
Harare Sports Club,2023-07-09,-17.815,31.0456,15.4,0.0,8.6
"Windsor Park, Roseau",2009-07-26,15.3167,-61.3833,,,
Buffalo Park,2015-01-21,-33.0040233172,27.9182829935,17.3,56.9,
Dubai International Cricket Stadium,2018-09-28,18.9389,72.8258,28.9,7.1,2.4
Rangiri Dambulla International Stadium,2013-02-22,7.89,80.8,,,
Seddon Park,2015-03-10,-37.6817,175.2703,,,
SuperSport Park,2006-02-26,-25.7906,28.2286,20.2,0.3,12.1
Maple Leaf North-West Ground,2013-08-27,43.9526595227,-79.5051529794,22.9,18.0,3.4
Seddon Park,2020-02-05,-37.6817,175.2703,,,
Seddon Park,2018-01-16,-37.6817,175.2703,,,
"Sardar Patel Stadium, Motera",2010-02-27,18.9389,72.8258,29.9,,
"Mangaung Oval, Bloemfontein",2023-01-29,-29.1222,26.2178,22.9,0.0,11.2
"Beausejour Stadium, Gros Islet",2009-07-03,14.0031,-60.9786,28.3,,34.7
Bay Oval,2017-03-05,-37.6894,176.1642,,,
Welagedara Stadium,2008-05-11,6.93,80.57,,,
Chilaw Marians Cricket Club Ground,2018-09-16,7.8167,80.0208,28.8,0.0,
Wankhede Stadium,2019-02-28,18.9389,72.8258,24.2,,5.3
The Rose Bowl,2004-09-17,34.1425,-118.1097,22.8,0.0,7.6
Bulawayo Athletic Club,2018-03-06,-20.1507,28.5749,,,
"MA Chidambaram Stadium, Chepauk, Chennai",2023-10-27,13.0475,80.2707,27.8,0.3,8.1
SuperSport Park,2009-09-24,-25.7906,28.2286,20.9,0.0,12.1
Harare Sports Club,2024-03-28,-17.815,31.0456,21.6,0.0,8.2
Sophia Gardens,2006-08-30,51.4883,-3.1917,13.9,,14.0
"St Lawrence Ground, Canterbury",2021-09-26,51.2811,1.0898,17.3,0.3,15.6
"Shere Bangla National Stadium, Mirpur",2018-01-15,23.8233,90.3917,15.3,0.0,5.5
Pallekele International Cricket Stadium,2022-07-04,7.4833,80.65,28.0,0.3,16.7
"M Chinnaswamy Stadium, Bengaluru",2023-11-12,12.9699,77.6012,21.7,0.0,11.4
"Narendra Modi Stadium, Ahmedabad",2022-02-06,23.0217,72.5605,21.1,0.0,1.5
"Toronto Cricket, Skating and Curling Club",2010-09-06,43.7183,-79.3548,15.8,3.0,6.4
Multan Cricket Stadium,2022-06-12,30.2097,71.5142,35.3,0.0,16.2
"Sir Vivian Richards Stadium, North Sound, Antigua",2021-09-19,17.75,-61.8,,,
The Wanderers Stadium,2021-04-04,-26.2044,28.0436,17.1,0.0,12.7
R Premadasa Stadium,2016-11-15,6.9269,79.8612,27.4,2.0,
"Antigua Recreation Ground, St John's",2006-04-29,17.1186,-61.8478,,,
Sharjah Cricket Stadium,2017-11-02,25.2086,55.5296,28.1,,10.8
Dubai International Cricket Stadium,2023-03-06,18.9389,72.8258,29.6,0.0,3.1
"Beausejour Stadium, Gros Islet",2006-05-10,14.0031,-60.9786,28.7,,20.2
Adelaide Oval,2015-02-15,-34.9285,138.6007,23.9,0.0,22.2
Cobham Oval (New),2017-12-20,-35.7351,174.3314,,,
"Cazaly's Stadium, Cairns",2022-09-08,-16.9261,145.7616,,,
"Wankhede Stadium, Mumbai",2024-01-02,18.9389,72.8258,25.2,0.0,2.0
Western Australia Cricket Association Ground,2014-11-16,-31.9286,115.8628,21.5,0.0,13.5
Gymkhana Club Ground,2007-10-28,18.9389,72.8258,28.7,,
"Warner Park, Basseterre",2007-03-22,17.3589,-62.7828,,,
"Takashinga Sports Club, Highfield, Harare",2023-06-30,-17.815,31.0461,18.7,0.0,9.8
Sheikh Zayed Stadium,2017-01-22,24.4361,54.3896,23.4,,10.6
"Civil Service Cricket Club, Stormont",2013-09-06,54.6028,-5.9337,10.5,0.0,9.2
"MA Chidambaram Stadium, Chepauk",2007-01-27,13.0484,80.2116,25.7,,
Lord's,2019-06-25,51.5311,-0.2008,19.6,2.8,9.8
Sawai Mansingh Stadium,2006-10-15,26.9222,75.7898,28.2,,
St George's Park,2019-03-13,-33.9598878271,25.6059959093,20.0,0.0,27.1
"Wanderers Cricket Ground, Windhoek",2023-04-02,-22.5728,17.0811,23.0,0.0,9.3
Boland Park,2013-01-19,-26.12,28.1,18.3,22.1,3.7
Sydney Cricket Ground,2005-01-23,-33.8688,151.2093,21.7,2.8,24.1
"Queen's Park Oval, Port of Spain",2011-06-08,10.6936,-61.5215,28.9,1.8,10.7
"Providence Stadium, Guyana",2022-07-10,6.81,-58.1628,26.7,29.9,6.0
Clontarf Cricket Club Ground,2017-05-24,53.3569,-6.2042,16.0,0.0,13.2
Saxton Oval,2015-01-20,18.5569,73.8287,19.1,,
St George's Park,2005-02-04,-33.9598878271,25.6059959093,19.3,5.8,26.2
Edgbaston,2004-09-19,52.4828,-1.8998,12.3,,17.3
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-11-05,23.6344,58.5624,29.9,0.0,6.9
Narayanganj Osmani Stadium,2006-04-28,23.6311,90.6944,,,
Old Trafford,2018-06-24,53.4627,-2.291,16.6,,7.3
Sheikh Zayed Stadium,2012-08-31,24.4361,54.3896,36.0,,11.9
Shere Bangla National Stadium,2011-03-19,23.75,90.4,27.6,,22.8
Adelaide Oval,2012-02-12,-34.9285,138.6007,18.3,0.0,19.2
"Gaddafi Stadium, Lahore",2022-03-31,31.5299,74.3086,29.6,,4.8
Gaddafi Stadium,2008-04-13,31.5299,74.344,30.5,,10.4
"Vidarbha Cricket Association Stadium, Jamtha",2018-04-12,18.9389,72.8258,29.1,,10.4
"Seddon Park, Hamilton",2022-03-17,-37.7833,175.2786,,,
Senwes Park,2017-05-11,-26.7036,27.9122,,,
Nondescripts Cricket Club Ground,2017-02-17,18.9389,72.8258,30.7,,8.9
"Queen's Park Oval, Port of Spain",2006-05-26,10.6936,-61.5215,27.8,0.0,12.9
Seddon Park,2019-02-01,-37.6817,175.2703,,,
"Warner Park, Basseterre",2007-03-20,17.3589,-62.7828,,,
"Jade Stadium, Christchurch",2003-01-01,-43.5337,172.6389,17.7,0.0,19.8
Zohur Ahmed Chowdhury Stadium,2009-11-03,22.3769,91.7968,28.1,0.0,
R Premadasa Stadium,2009-02-08,6.9269,79.8612,26.8,0.0,
"Buffalo Park, East London",2003-02-16,-33.0247,27.9142,12.9,7.9,
Melbourne Cricket Ground,2004-01-09,-37.822,144.9635,17.5,0.0,
Kennington Oval,2013-06-13,51.48,-0.1195,14.8,2.3,26.1
"Eden Gardens, Kolkata",2023-10-31,22.5411,88.3639,26.4,0.0,4.9
"Queens Sports Club, Bulawayo",2003-02-28,-20.1508,28.5786,,,
Western Australia Cricket Association Ground,2006-01-29,-31.9286,115.8628,19.0,0.0,
"Kensington Oval, Bridgetown",2017-03-09,13.1039,-59.6178,26.7,,39.8
Queens Sports Club,2004-12-05,-20.1692,28.5869,,,
Sydney Cricket Ground,2012-02-17,-33.8688,151.2093,23.2,0.0,16.8
"Basin Reserve, Wellington",2022-03-22,-41.3083,174.7767,18.3,14.2,10.5
Pallekele International Cricket Stadium,2012-06-09,7.4833,80.65,30.3,0.0,
St George's Park,2008-01-27,-33.9598878271,25.6059959093,22.7,,15.6
Pallekele International Cricket Stadium,2011-03-08,7.4833,80.65,28.6,0.0,
County Ground,2013-08-25,51.4729997747,-2.58382433136,14.8,,16.4
Dubai International Cricket Stadium,2022-04-15,18.9389,72.8258,30.0,0.0,5.5
Newlands,2016-10-12,-33.9969,18.4716,13.8,,16.6
"Sophia Gardens, Cardiff",2023-09-08,51.4867,-3.1848,21.1,0.0,7.3
Rangiri Dambulla International Stadium,2003-05-19,7.89,80.8,,,
North Sydney Oval,2009-03-10,-33.8283,151.2128,21.9,0.2,19.7
Harare Sports Club,2013-07-24,-17.815,31.0456,14.1,,
Senwes Park,2019-02-11,-26.7036,27.9122,,,
"St George's Park, Port Elizabeth",2003-02-19,-33.9814,25.5796,22.6,,27.0
"National Cricket Stadium, St George's",2007-04-16,12.0536,-61.7535,27.9,,23.7
The Hills Cricket Club Ground,2016-08-11,18.9389,72.8258,27.8,4.1,16.4
Dubai International Cricket Stadium,2011-11-11,18.9389,72.8258,29.3,,
Harare Sports Club,2022-08-10,-17.815,31.0456,16.7,0.0,11.4
Allan Border Field,2020-10-03,-18.9389,149.1644,,,
Shere Bangla National Stadium,2014-06-19,23.75,90.4,28.9,16.0,9.8
Dubai International Cricket Stadium,2022-04-13,18.9389,72.8258,30.2,0.0,5.6
R Premadasa Stadium,2014-07-06,6.9269,79.8612,28.4,0.0,
"Allan Border Field, Brisbane",2023-01-16,-27.4708,153.028,23.0,0.6,13.9
"Kensington Oval, Bridgetown, Barbados",2022-08-19,13.1036,-59.6197,28.3,10.3,25.2
"Queen's Park Oval, Trinidad",2019-08-11,10.6944,-61.5189,27.4,12.7,8.1
Western Australia Cricket Association Ground,2015-01-30,-31.9286,115.8628,28.4,13.4,20.4
Seddon Park,2013-02-17,-37.6817,175.2703,,,
Headingley,2019-05-19,53.8067,-1.5425,12.5,,6.3
"National Stadium, Karachi",2023-09-14,24.9067,67.0825,29.3,0.0,15.6
"Beausejour Stadium, Gros Islet",2013-07-19,14.0031,-60.9786,28.7,,38.7
"MA Aziz Stadium, Chittagong",2003-11-07,22.2311,91.7957,26.9,0.0,
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2013-11-10,6.9389,81.0331,16.1,0.0,
"Brisbane Cricket Ground, Woolloongabba",2016-01-15,-27.4705,153.0269,23.8,0.0,16.0
"United Cricket Club Ground, Windhoek",2022-12-02,-22.5708,17.0819,25.5,0.4,8.9
Sydney Cricket Ground,2009-02-08,-33.8688,151.2093,24.4,0.0,26.8
Pallekele International Cricket Stadium,2011-03-14,7.4833,80.65,27.8,0.0,
Old Trafford,2020-09-16,53.4627,-2.291,14.9,,10.1
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-19,17.75,-61.8,,,
Kennington Oval,2012-07-01,51.48,-0.1195,15.3,0.0,21.0
Shere Bangla National Stadium,2008-03-14,23.75,90.4,27.3,0.0,
Dubai International Cricket Stadium,2017-10-13,18.9389,72.8258,28.8,,7.0
Newlands,2005-10-28,-33.9969,18.4716,15.6,0.5,24.1
"P Sara Oval, Colombo",2023-04-29,6.9271,79.8567,26.0,3.6,2.5
Sheikh Zayed Stadium,2009-11-09,24.4361,54.3896,28.2,,10.5
Harare Sports Club,2015-08-07,-17.815,31.0456,13.7,,
Shere Bangla National Stadium,2008-03-12,23.75,90.4,27.7,0.0,
"Sportpark Maarschalkerweerd, Utrecht",2021-06-02,52.0833,5.15,20.6,0.0,7.8
"Sir Vivian Richards Stadium, North Sound",2007-03-31,17.7411,-61.8487,,,
Trent Bridge,2007-07-07,52.9444,-1.1447,15.4,,21.0
Western Australia Cricket Association Ground,2008-02-15,-31.9286,115.8628,22.2,0.0,
"Zahur Ahmed Chowdhury Stadium, Chattogram",2022-12-10,22.2353,91.7906,24.2,0.0,6.0
Wankhede Stadium,2017-10-22,18.9389,72.8258,29.6,,8.3
Senwes Park,2013-10-28,-26.7036,27.9122,,,
"Brisbane Cricket Ground, Woolloongabba",2008-02-03,-27.4705,153.0269,25.1,42.0,12.5
Sheikh Zayed Stadium,2015-11-11,24.4361,54.3896,30.8,,15.3
Peter Burge Oval,2014-08-26,-18.9389,149.1372,,,
Sylhet International Cricket Stadium,2018-12-14,24.8847,91.8531,,,
John Davies Oval,2005-12-31,18.5569,73.8256,19.1,,
County Ground,2017-07-15,51.4729997747,-2.58382433136,15.6,,17.2
"Queen's Park Oval, Port of Spain",2005-05-15,10.6936,-61.5215,26.8,0.0,7.9
Harare Sports Club,2018-03-10,-17.815,31.0456,22.0,5.1,
Shere Bangla National Stadium,2014-03-08,23.75,90.4,23.8,0.0,10.0
New Wanderers Stadium,2009-09-30,-18.9389,30.7545,,,
"R Premadasa Stadium, Colombo",2024-08-04,6.9271,79.8612,28.9,0.0,3.1
W.A.C.A. Ground,2019-02-22,18.9389,72.8258,25.8,,4.5
Mannofield Park,2019-08-18,57.1436,-2.1181,14.8,0.0,27.3
Harare Sports Club,2006-08-06,-17.815,31.0456,13.1,,
"Mannofield Park, Aberdeen",2022-08-14,57.1475,-2.1186,16.3,0.0,8.4
Green Park,2005-04-15,18.5209,73.8562,28.7,0.0,
Bellerive Oval,2016-02-07,-18.9389,147.1861,,,
Edgbaston,2004-09-21,52.4828,-1.8998,,,
"Arnos Vale Ground, Kingstown",2010-03-10,13.1333,-61.2,,,
"Wanderers Cricket Ground, Windhoek",2022-11-23,-22.5728,17.0811,24.3,0.0,11.0
Shere Bangla National Stadium,2014-02-20,23.75,90.4,22.7,0.0,9.1
North Sydney Oval,2012-12-19,-33.8283,151.2128,25.9,0.0,26.4
Shere Bangla National Stadium,2011-10-15,23.75,90.4,28.8,0.0,1.1
"Punjab Cricket Association Stadium, Mohali",2013-01-23,30.7348,76.7361,,,
Queens Sports Club,2010-05-30,-20.1692,28.5869,,,
R Premadasa Stadium,2012-07-31,6.9269,79.8612,28.4,0.0,
"Civil Service Cricket Club, Stormont, Belfast",2024-08-20,54.6024,-5.9337,14.0,1.7,20.6
Sydney Cricket Ground,2010-11-05,-33.8688,151.2093,15.6,36.2,29.7
University Oval,2019-02-20,-18.1439,178.4358,27.2,0.0,8.0
"Shere Bangla National Stadium, Mirpur",2023-03-01,23.8233,90.3917,27.3,0.0,4.9
Eden Park,2010-03-06,-36.8427,174.766,19.8,0.3,13.7
"Darren Sammy National Cricket Stadium, St Lucia",2019-03-02,13.9975,-60.9769,25.6,,24.6
Stellenbosch University 1,2008-02-22,-33.9324,18.8607,21.1,,33.6
Kingsmead,2016-10-05,-29.8567,31.0269,16.7,0.8,8.2
"University Oval, Dunedin",2022-03-05,-45.8722,170.5025,16.3,0.3,6.3
Old Trafford,2020-09-13,53.4627,-2.291,17.4,,12.3
Old Trafford,2019-07-06,53.4627,-2.291,15.3,,12.3
"Mission Road Ground, Mong Kok",2016-11-08,22.3214,114.1684,25.7,,15.8
National Stadium,2006-12-16,12.0554,-61.7513,27.0,,11.9
"Civil Service Cricket Club, Stormont",2008-08-25,54.6028,-5.9337,15.8,0.3,20.7
"National Stadium, Karachi",2023-09-08,24.9067,67.0825,30.3,0.0,18.7
Bert Sutcliffe Oval,2015-11-05,-18.1422,145.7717,,0.0,
Harare Sports Club,2015-08-02,-17.815,31.0456,12.2,,
Daren Sammy National Cricket Stadium,2004-05-02,13.9608,-60.9969,,,
"Coolidge Cricket Ground, Antigua",2021-09-10,17.7136,-61.7936,,,
"Queen's Park Oval, Port of Spain",2007-03-21,10.6936,-61.5215,25.7,1.8,8.8
"Tribhuvan University International Cricket Ground, Kirtipur",2023-03-13,27.6983,85.3109,17.2,0.0,7.2
"SuperSport Park, Centurion",2003-03-14,-25.7906,28.2328,24.7,5.1,
"Rajiv Gandhi International Stadium, Uppal",2011-10-14,17.4389,78.5666,28.4,0.0,
"Amini Park, Port Moresby",2022-09-20,-9.4333,147.1667,26.7,1.3,11.1
Lord's,2009-09-06,51.5311,-0.2008,16.3,0.0,16.4
"Willowmoore Park, Benoni",2003-03-03,-26.1886,28.4636,20.9,0.0,15.7
County Ground,2017-06-26,51.4729997747,-2.58382433136,16.0,,8.8
Sheikh Zayed Stadium,2008-11-14,24.4361,54.3896,25.0,,13.2
Rangiri Dambulla International Stadium,2010-06-16,7.89,80.8,,,
Harare Sports Club,2003-02-10,-17.815,31.0456,21.4,0.0,
"Antigua Recreation Ground, St John's",2006-04-30,17.1186,-61.8478,,,
R Premadasa Stadium,2006-03-17,6.9269,79.8612,,,
Docklands Stadium,2005-10-09,-37.8256,144.9578,12.1,10.2,
VRA Ground,2010-07-07,18.9389,72.8258,26.7,37.1,
